Entity,Code,Day,0-17_fully,18-29_fully,25-49_fully,35-44_fully,45-54_fully,50-54_fully,40-49_fully,30-39_fully,25-34_fully,18-24_fully,50-59_fully,55-64_fully,60-69_fully,60-64_fully,55-59_fully,65-69_fully,70-74_fully,75+_fully,80+_fully,75-79_fully,70-79_fully,65-74_fully,12-17_fully,0-9_fully,10-19_fully,20-29_fully,12-15_fully,16-19_fully,5-11_fully,90-99_fully,80-89_fully,0-4_fully,15-17_fully,5-9_fully,10-14_fully
Israel,ISR,2021-08-28,,,,,,,81.7,78.3,,,85.4,,87.8,,,,,,,,93.6,,,,,72.9,30.6,69.5,,90.6,92,,,,
Israel,ISR,2021-08-29,,,,,,,81.8,78.4,,,85.4,,87.8,,,,,,,,93.6,,,,,72.9,31.1,69.6,,90.7,92,,,,
Israel,ISR,2021-08-30,,,,,,,81.9,78.5,,,85.5,,87.8,,,,,,,,93.6,,,,,73,31.5,69.8,,90.7,92,,,,
Israel,ISR,2021-08-31,,,,,,,81.9,78.5,,,85.5,,87.8,,,,,,,,93.6,,,,,73,31.7,69.9,,90.7,92,,,,
Israel,ISR,2021-09-01,,,,,,,81.9,78.6,,,85.6,,87.9,,,,,,,,93.7,,,,,73.1,32.1,70,,90.7,92.1,,,,
Israel,ISR,2021-09-02,,,,,,,82,78.6,,,85.6,,87.9,,,,,,,,93.7,,,,,73.2,32.7,70.3,,90.7,92.1,,,,
Israel,ISR,2021-09-03,,,,,,,82,78.7,,,85.7,,87.9,,,,,,,,93.7,,,,,73.2,33,70.4,,90.8,92.1,,,,
Israel,ISR,2021-09-04,,,,,,,82.1,78.7,,,85.7,,87.9,,,,,,,,93.7,,,,,73.3,33.2,70.5,,90.8,92.1,,,,
Israel,ISR,2021-09-05,,,,,,,81.2,78,,,83.3,,87.3,,,,,,,,87.3,,,,,72.3,32.6,69.7,,79.6,87,,,,
Israel,ISR,2021-09-08,,,,,,,81.2,78.1,,,83.3,,87.3,,,,,,,,87.3,,,,,72.3,33.1,69.8,,79.7,87,,,,
Israel,ISR,2021-09-09,,,,,,,81.3,78.2,,,83.4,,87.4,,,,,,,,87.4,,,,,72.4,34.1,70.1,,79.7,87.1,,,,
Israel,ISR,2021-09-10,,,,,,,81.3,78.2,,,83.4,,87.4,,,,,,,,87.4,,,,,72.4,34.5,70.2,,79.7,87.1,,,,
Israel,ISR,2021-09-11,,,,,,,81.3,78.2,,,83.4,,87.4,,,,,,,,87.4,,,,,72.4,34.7,70.3,,79.7,87.1,,,,
Israel,ISR,2021-09-12,,,,,,,81.3,78.2,,,83.4,,87.4,,,,,,,,87.4,,,,,72.5,35,70.4,,79.7,87.1,,,,
Israel,ISR,2021-09-13,,,,,,,81.4,78.3,,,83.5,,87.5,,,,,,,,87.5,,,,,72.6,36,70.7,,79.7,87.2,,,,
Israel,ISR,2021-09-14,,,,,,,81.5,78.4,,,83.5,,87.5,,,,,,,,87.5,,,,,72.6,36.6,70.9,,79.8,87.2,,,,
Israel,ISR,2021-09-15,,,,,,,81.5,78.4,,,83.6,,87.5,,,,,,,,87.5,,,,,72.7,36.7,71,,79.8,87.2,,,,
Israel,ISR,2021-09-16,,,,,,,81.5,78.4,,,83.6,,87.5,,,,,,,,87.5,,,,,72.7,36.8,71,,79.8,87.2,,,,
Israel,ISR,2021-09-17,,,,,,,81.5,78.4,,,83.6,,87.6,,,,,,,,87.5,,,,,72.7,37.3,71.2,,79.8,87.2,,,,
Israel,ISR,2021-09-18,,,,,,,81.5,78.5,,,83.6,,87.6,,,,,,,,87.5,,,,,72.7,37.6,71.2,,79.8,87.2,,,,
Israel,ISR,2021-09-19,,,,,,,81.6,78.5,,,83.7,,87.6,,,,,,,,87.6,,,,,72.8,38.4,71.5,,79.8,87.3,,,,
Israel,ISR,2021-09-20,,,,,,,81.6,78.6,,,83.7,,87.7,,,,,,,,87.6,,,,,72.8,38.7,71.6,,79.8,87.3,,,,
Israel,ISR,2021-09-21,,,,,,,81.6,78.6,,,83.7,,87.7,,,,,,,,87.6,,,,,72.8,38.8,71.7,,79.8,87.3,,,,
Israel,ISR,2021-09-22,,,,,,,81.7,78.6,,,83.7,,87.7,,,,,,,,87.6,,,,,72.9,39.4,71.9,,79.9,87.3,,,,
Israel,ISR,2021-09-23,,,,,,,81.7,78.7,,,83.8,,87.7,,,,,,,,87.7,,,,,73,39.7,72,,79.9,87.3,,,,
Israel,ISR,2021-09-24,,,,,,,81.7,78.7,,,83.8,,87.7,,,,,,,,87.7,,,,,73,39.8,72,,79.9,87.3,,,,
Israel,ISR,2021-09-25,,,,,,,81.8,78.7,,,83.8,,87.7,,,,,,,,87.7,,,,,73,40.2,72.2,,79.9,87.3,,,,
Israel,ISR,2021-09-26,,,,,,,81.8,78.8,,,83.9,,87.8,,,,,,,,87.7,,,,,73,40.5,72.3,,79.9,87.4,,,,
Israel,ISR,2021-09-27,,,,,,,81.9,78.8,,,83.9,,87.8,,,,,,,,87.7,,,,,73.1,40.7,72.4,,79.9,87.4,,,,
Israel,ISR,2021-09-28,,,,,,,81.9,78.8,,,83.9,,87.8,,,,,,,,87.7,,,,,73.1,40.8,72.5,,79.9,87.4,,,,
Israel,ISR,2021-09-29,,,,,,,81.9,78.9,,,84,,87.9,,,,,,,,87.8,,,,,73.2,41.1,72.6,,80,87.4,,,,
Israel,ISR,2021-09-30,,,,,,,82.1,79,,,84.1,,87.9,,,,,,,,87.8,,,,,73.3,41.7,72.9,,80,87.4,,,,
Israel,ISR,2021-10-01,,,,,,,82.1,79.1,,,84.1,,88,,,,,,,,87.8,,,,,73.3,41.9,73,,80,87.5,,,,
Israel,ISR,2021-10-02,,,,,,,82.1,79.1,,,84.1,,88,,,,,,,,87.9,,,,,73.4,42,73,,80,87.5,,,,
Israel,ISR,2021-10-03,,,,,,,82.2,79.2,,,84.2,,88,,,,,,,,87.9,,,,,73.5,42.3,73.2,,80.1,87.5,,,,
Israel,ISR,2021-10-04,,,,,,,82.3,79.2,,,84.3,,88.1,,,,,,,,87.9,,,,,73.6,42.6,73.4,,80.1,87.5,,,,
Israel,ISR,2021-10-05,,,,,,,82.3,79.3,,,84.3,,88.1,,,,,,,,88,,,,,73.6,42.9,73.5,,80.1,87.6,,,,
Israel,ISR,2021-10-06,,,,,,,82.3,79.3,,,84.4,,88.1,,,,,,,,88,,,,,73.7,43,73.6,,80.1,87.6,,,,
Israel,ISR,2021-10-07,,,,,,,82.4,79.4,,,84.4,,88.2,,,,,,,,88,,,,,73.8,43.2,73.7,,80.2,87.6,,,,
Israel,ISR,2021-10-08,,,,,,,82.4,79.4,,,84.4,,88.2,,,,,,,,88,,,,,73.8,43.3,73.8,,80.2,87.6,,,,
Israel,ISR,2021-10-09,,,,,,,82.4,79.4,,,84.4,,88.2,,,,,,,,88,,,,,73.8,43.4,73.8,,80.2,87.6,,,,
Israel,ISR,2021-10-10,,,,,,,82.5,79.5,,,84.5,,88.2,,,,,,,,88.1,,,,,73.9,43.6,73.9,,80.2,87.7,,,,
Israel,ISR,2021-10-11,,,,,,,82.5,79.5,,,84.5,,88.2,,,,,,,,88.1,,,,,73.9,43.8,74,,80.2,87.7,,,,
Israel,ISR,2021-10-12,,,,,,,82.5,79.5,,,84.5,,88.3,,,,,,,,88.1,,,,,73.9,43.9,74,,80.2,87.7,,,,
Israel,ISR,2021-10-13,,,,,,,82.6,79.6,,,84.5,,88.3,,,,,,,,88.1,,,,,74,44,74.1,,80.2,87.7,,,,
Israel,ISR,2021-10-14,,,,,,,82.6,79.6,,,84.6,,88.3,,,,,,,,88.1,,,,,74,44.2,74.2,,80.2,87.7,,,,
Israel,ISR,2021-10-15,,,,,,,82.6,79.6,,,84.6,,88.3,,,,,,,,88.1,,,,,74,44.3,74.2,,80.2,87.7,,,,
Israel,ISR,2021-10-16,,,,,,,82.6,79.6,,,84.6,,88.3,,,,,,,,88.1,,,,,74,44.4,74.3,,80.2,87.7,,,,
Israel,ISR,2021-10-17,,,,,,,82.6,79.7,,,84.6,,88.3,,,,,,,,88.1,,,,,74.1,44.5,74.3,,80.3,87.7,,,,
Israel,ISR,2021-10-18,,,,,,,82.7,79.7,,,84.6,,88.3,,,,,,,,88.2,,,,,74.1,44.6,74.4,,80.3,87.8,,,,
Israel,ISR,2021-10-19,,,,,,,82.7,79.7,,,84.6,,88.3,,,,,,,,88.2,,,,,74.1,44.7,74.4,,80.3,87.8,,,,
Israel,ISR,2021-10-20,,,,,,,82.7,79.7,,,84.6,,88.4,,,,,,,,88.2,,,,,74.2,44.7,74.4,,80.3,87.8,,,,
Israel,ISR,2021-10-21,,,,,,,82.7,79.7,,,84.7,,88.4,,,,,,,,88.2,,,,,74.2,45,74.5,,80.3,87.8,,,,
Israel,ISR,2021-10-22,,,,,,,82.7,79.8,,,84.7,,88.4,,,,,,,,88.2,,,,,74.2,45.1,74.6,,80.3,87.8,,,,
Israel,ISR,2021-10-23,,,,,,,82.7,79.8,,,84.7,,88.4,,,,,,,,88.2,,,,,74.2,45.2,74.6,,80.3,87.8,,,,
Israel,ISR,2021-10-24,,,,,,,82.7,79.8,,,84.7,,88.4,,,,,,,,88.2,,,,,74.3,45.3,74.7,,80.3,87.8,,,,
Israel,ISR,2021-10-25,,,,,,,82.7,79.8,,,84.7,,88.4,,,,,,,,88.2,,,,,74.3,45.3,74.7,,80.3,87.8,,,,
Israel,ISR,2021-10-26,,,,,,,82.8,79.8,,,84.7,,88.4,,,,,,,,88.2,,,,,74.3,45.6,74.8,,80.3,87.8,,,,
Israel,ISR,2021-10-27,,,,,,,82.8,79.8,,,84.7,,88.4,,,,,,,,88.2,,,,,74.3,45.7,74.9,,80.4,87.8,,,,
Israel,ISR,2021-10-28,,,,,,,82.8,79.9,,,84.7,,88.4,,,,,,,,88.3,,,,,74.3,45.8,74.9,,80.4,87.8,,,,
Israel,ISR,2021-10-29,,,,,,,82.8,79.9,,,84.8,,88.5,,,,,,,,88.3,,,,,74.4,45.9,75,,80.4,87.9,,,,
Israel,ISR,2021-10-30,,,,,,,82.8,79.9,,,84.8,,88.5,,,,,,,,88.3,,,,,74.4,45.9,75,,80.4,87.9,,,,
Israel,ISR,2021-10-31,,,,,,,82.9,80,,,84.8,,88.5,,,,,,,,88.3,,,,,74.5,46,75.1,,80.4,87.9,,,,
Israel,ISR,2021-11-01,,,,,,,82.9,80,,,84.8,,88.5,,,,,,,,88.3,,,,,74.5,46.2,75.2,,80.4,87.9,,,,
Israel,ISR,2021-11-02,,,,,,,82.9,80,,,84.8,,88.5,,,,,,,,88.3,,,,,74.6,46.2,75.2,,80.4,87.9,,,,
Israel,ISR,2021-11-03,,,,,,,82.9,80,,,84.8,,88.5,,,,,,,,88.3,,,,,74.6,46.3,75.3,,80.5,87.9,,,,
Israel,ISR,2021-11-04,,,,,,,82.9,80.1,,,84.9,,88.5,,,,,,,,88.3,,,,,74.6,46.4,75.3,,80.5,87.9,,,,
Israel,ISR,2021-11-05,,,,,,,82.9,80.1,,,84.9,,88.5,,,,,,,,88.3,,,,,74.6,46.4,75.3,,80.5,87.9,,,,
Israel,ISR,2021-11-06,,,,,,,82.9,80.1,,,84.9,,88.5,,,,,,,,88.3,,,,,74.6,46.4,75.3,,80.5,87.9,,,,
Israel,ISR,2021-11-07,,,,,,,83,80.1,,,84.9,,88.6,,,,,,,,88.3,,,,,74.7,46.6,75.4,,80.5,87.9,,,,
Israel,ISR,2021-11-08,,,,,,,83,80.1,,,84.9,,88.6,,,,,,,,88.4,,,,,74.7,46.7,75.5,,80.5,88,,,,
Israel,ISR,2021-11-09,,,,,,,83,80.2,,,84.9,,88.6,,,,,,,,88.4,,,,,74.7,46.7,75.5,,80.5,88,,,,
Israel,ISR,2021-11-10,,,,,,,83,80.2,,,84.9,,88.6,,,,,,,,88.4,,,,,74.8,46.7,75.6,,80.5,88,,,,
Israel,ISR,2021-11-11,,,,,,,83.1,80.2,,,85,,88.6,,,,,,,,88.4,,,,,74.8,46.8,75.6,,80.5,88,,,,
Israel,ISR,2021-11-12,,,,,,,83.1,80.2,,,85,,88.6,,,,,,,,88.4,,,,,74.8,46.9,75.6,,80.5,88,,,,
Israel,ISR,2021-11-13,,,,,,,83.1,80.2,,,85,,88.6,,,,,,,,88.4,,,,,74.8,46.9,75.7,,80.5,88,,,,
Israel,ISR,2021-11-14,,,,,,,83.1,80.2,,,85,,88.6,,,,,,,,88.4,,,,,74.8,47,75.7,,80.5,88,,,,
Israel,ISR,2021-11-15,,,,,,,83.1,80.3,,,85,,88.6,,,,,,,,88.4,,,,,74.9,47,75.7,,80.5,88,,,,
Israel,ISR,2021-11-16,,,,,,,83.1,80.3,,,85,,88.6,,,,,,,,88.4,,,,,74.9,47,75.8,,80.5,88,,,,
Israel,ISR,2021-11-17,,,,,,,83.1,80.3,,,85,,88.6,,,,,,,,88.4,,,,,74.9,47.1,75.8,,80.5,88,,,,
Israel,ISR,2021-11-18,,,,,,,83.1,80.3,,,85,,88.7,,,,,,,,88.4,,,,,75,47.2,75.9,,80.6,88,,,,
Israel,ISR,2021-11-19,,,,,,,83.2,80.3,,,85,,88.7,,,,,,,,88.4,,,,,75,47.2,75.9,,80.6,88,,,,
Israel,ISR,2021-11-20,,,,,,,83.2,80.3,,,85,,88.7,,,,,,,,88.4,,,,,75,47.2,75.9,,80.6,88,,,,
Israel,ISR,2021-11-21,,,,,,,83.2,80.3,,,85,,88.7,,,,,,,,88.4,,,,,75,47.2,75.9,,80.6,88,,,,
Israel,ISR,2021-11-22,,,,,,,83.2,80.4,,,85.1,,88.7,,,,,,,,88.5,,,,,75,47.4,76,,80.6,88.1,,,,
Israel,ISR,2021-11-23,,,,,,,83.2,80.4,,,85.1,,88.7,,,,,,,,88.5,,,,,75.1,47.5,76,,80.6,88.1,,,,
Israel,ISR,2021-11-24,,,,,,,83.2,80.4,,,85.1,,88.7,,,,,,,,88.5,,,,,75.1,47.5,76,,80.6,88.1,,,,
Israel,ISR,2021-11-25,,,,,,,83.2,80.4,,,85.1,,88.7,,,,,,,,88.5,,,,,75.1,47.6,76.1,,80.6,88.1,,,,
Israel,ISR,2021-11-26,,,,,,,83.3,80.5,,,85.1,,88.7,,,,,,,,88.5,,,,,75.1,47.6,76.1,,80.6,88.1,,,,
Israel,ISR,2021-11-27,,,,,,,83.3,80.5,,,85.1,,88.7,,,,,,,,88.5,,,,,75.1,47.6,76.1,,80.6,88.1,,,,
Israel,ISR,2021-11-28,,,,,,,83.3,80.5,,,85.1,,88.7,,,,,,,,88.5,,,,,75.2,47.6,76.1,0,80.6,88.1,,,,
Israel,ISR,2021-11-29,,,,,,,83.3,80.5,,,85.2,,88.8,,,,,,,,88.5,,,,,75.2,47.7,76.1,0,80.6,88.1,,,,
Israel,ISR,2021-11-30,,,,,,,83.3,80.5,,,85.2,,88.8,,,,,,,,88.5,,,,,75.2,47.7,76.2,0,80.6,88.1,,,,
Israel,ISR,2021-12-01,,,,,,,83.3,80.5,,,85.2,,88.8,,,,,,,,88.5,,,,,75.2,47.8,76.2,0,80.6,88.1,,,,
Israel,ISR,2021-12-02,,,,,,,83.3,80.6,,,85.2,,88.8,,,,,,,,88.5,,,,,75.3,47.8,76.2,0,80.6,88.1,,,,
Israel,ISR,2021-12-03,,,,,,,83.3,80.6,,,85.2,,88.8,,,,,,,,88.5,,,,,75.3,47.8,76.2,0,80.7,88.1,,,,
Israel,ISR,2021-12-04,,,,,,,83.3,80.6,,,85.2,,88.8,,,,,,,,88.5,,,,,75.3,47.9,76.2,0,80.7,88.2,,,,
Israel,ISR,2021-12-05,,,,,,,83.4,80.6,,,85.2,,88.8,,,,,,,,88.5,,,,,75.3,47.9,76.3,0,80.7,88.2,,,,
Israel,ISR,2021-12-06,,,,,,,83.4,80.6,,,85.2,,88.8,,,,,,,,88.5,,,,,75.3,47.9,76.3,0,80.7,88.2,,,,
Israel,ISR,2021-12-07,,,,,,,83.4,80.6,,,85.2,,88.8,,,,,,,,88.5,,,,,75.3,47.9,76.3,0,80.7,88.2,,,,
Italy,ITA,2021-01-01,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
Italy,ITA,2021-01-08,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
Italy,ITA,2021-01-15,,,0.01,,,,,,,0,0.01,,0.01,,,,,,0,,0,,,,,,,,,,,,,,
Italy,ITA,2021-01-22,,,0.28,,,,,,,0.03,0.34,,0.27,,,,,,0.11,,0.03,,,,,,,,,,,,,,
Italy,ITA,2021-01-29,,,1.52,,,,,,,0.32,1.91,,1.55,,,,,,0.67,,0.26,,,,,,,,,,,,,,
Italy,ITA,2021-02-05,,,2.65,,,,,,,0.86,3.32,,2.64,,,,,,2.05,,0.66,,,,,,,,,,,,,,
Italy,ITA,2021-02-12,,,2.91,,,,,,,0.97,3.64,,2.88,,,,,,2.74,,0.8,,,,,,,,,,,,,,
Italy,ITA,2021-02-19,,,2.99,,,,,,,1.01,3.73,,2.96,,,,,,2.95,,0.86,,,,,,,,,,,,,,
Italy,ITA,2021-02-26,,,3.12,,,,,,,1.08,3.87,,3.08,,,,,,3.2,,0.92,,,,,,,,,,,,,,
Italy,ITA,2021-03-05,,,3.6,,,,,,,1.39,4.37,,3.52,,,,,,4.53,,1.14,,,,,,,,,,,,,,
Italy,ITA,2021-03-12,,,4.01,,,,,,,1.66,4.8,,3.91,,,,,,8.63,,1.36,,,,,,,,,,,,,,
Italy,ITA,2021-03-19,,,4.29,,,,,,,1.84,5.1,,4.19,,,,,,16.95,,1.55,,,,,,,,,,,,,,
Italy,ITA,2021-03-26,,,4.47,,,,,,,1.97,5.31,,4.42,,,,,,26.09,,1.74,,,,,,,,,,,,,,
Italy,ITA,2021-04-02,,,4.62,,,,,,,2.06,5.51,,4.7,,,,,,34.88,,2.12,,,,,,,,,,,,,,
Italy,ITA,2021-04-09,,,4.82,,,,,,,2.17,5.8,,5.11,,,,,,42.5,,2.82,,,,,,,,,,,,,,
Italy,ITA,2021-04-16,,,5.04,,,,,,,2.32,6.18,,5.77,,,,,,49.93,,4.22,,,,,,,,,,,,,,
Italy,ITA,2021-04-23,,,5.33,,,,,,,2.5,6.71,,6.83,,,,,,58.98,,6.75,,,,,,,,,,,,,,
Italy,ITA,2021-04-30,,,5.8,,,,,,,2.77,7.56,,8.76,,,,,,69.63,,10.95,,,,,,,,,,,,,,
Italy,ITA,2021-05-07,,,6.66,,,,,,,3.2,9.01,,11.7,,,,,,76.31,,16.52,,,,,,,,,,,,,,
Italy,ITA,2021-05-14,,,7.75,,,,,,,3.65,10.96,,15.15,,,,,,80.41,,23.19,,,,,,,,,,,,,,
Italy,ITA,2021-05-21,,,9.35,,,,,,,4.45,14.11,,21.5,,,,,,82.72,,29.16,,,,,,,,,,,,,,
Italy,ITA,2021-05-28,,,11.25,,,,,,,5.56,18.58,,27.93,,,,,,84.37,,34.42,,,,,,,,,,,,,,
Italy,ITA,2021-06-04,,,12.71,,,,,,,6.96,21.86,,31.49,,,,,,85.51,,37.71,,,,,,,,,,,,,,
Italy,ITA,2021-06-11,,,13.96,,,,,,,7.73,24.18,,34.55,,,,,,86.44,,41.29,,,,,,,,,,,,,,
Italy,ITA,2021-06-18,,,15.61,,,,,,,8.8,29.17,,41.18,,,,,,87.64,,47.03,,,,,,,,,,,,,,
Italy,ITA,2021-06-25,,,17.73,,,,,,,10.06,36.32,,47,,,,,,88.78,,53.83,,,,,,,,,,,,,,
Italy,ITA,2021-07-02,,,20.49,,,,,,,11.92,43.6,,52.07,,,,,,89.71,,63.12,,,,,,,,,,,,,,
Italy,ITA,2021-07-09,,,25.14,,,,,,,16.14,52.73,,58.14,,,,,,90.35,,71.32,,,,,,,,,,,,,,
Italy,ITA,2021-07-16,,,32.47,,,,,,,21.5,60.38,,64.66,,,,,,90.84,,76.86,,,,,,,,,,,,,,
Italy,ITA,2021-07-23,,,39.54,,,,,,,27.55,64.88,,71.36,,,,,,91.24,,81.65,,,,,,,,,,,,,,
Italy,ITA,2021-07-30,,,45.69,,,,,,,35.16,67.99,,76.18,,,,,,91.51,,83.72,,,,,,,,,,,,,,
Italy,ITA,2021-08-06,,,50.45,,,,,,,42.14,70.05,,78.9,,,,,,91.7,,84.69,,,,,,,,,,,,,,
Italy,ITA,2021-08-13,,,52.8,,,,,,,46.81,71.33,,80.13,,,,,,91.84,,85.2,,,,,,,,,,,,,,
Italy,ITA,2021-08-20,,,54.67,,,,,,,49.95,72.07,,81.08,,,,,,91.97,,85.56,,,,,,,,,,,,,,
Italy,ITA,2021-08-27,,,57.32,,,,,,,54.63,73.23,,81.85,,,,,,92.14,,85.96,,,,,,,,,,,,,,
Italy,ITA,2021-09-03,,,60.13,,,,,,,59.68,74.34,,82.55,,,,,,92.32,,86.34,,,,,,,,,,,,,,
Italy,ITA,2021-09-10,,,62.92,,,,,,,64.29,75.54,,83.15,,,,,,92.49,,86.67,,,,,,,,,,,,,,
Italy,ITA,2021-09-17,,,65.22,,,,,,,67.97,76.68,,83.74,,,,,,92.67,,87,,,,,,,,,,,,,,
Italy,ITA,2021-09-24,,,67.28,,,,,,,71.16,77.8,,84.35,,,,,,92.86,,87.35,,,,,,,,,,,,,,
Italy,ITA,2021-10-01,,,68.72,,,,,,,73.22,78.59,,84.82,,,,,,93.03,,87.63,,,,,,,,,,,,,,
Italy,ITA,2021-10-08,,,69.89,,,,,,,74.64,79.25,,85.21,,,,,,93.17,,87.86,,,,,,,,,,,,,,
Italy,ITA,2021-10-15,,,71.36,,,,,,,76.17,80.15,,85.67,,,,,,93.33,,88.1,,,,,,,,,,,,,,
Italy,ITA,2021-10-22,,,72.66,,,,,,,77.46,80.95,,86.06,,,,,,93.47,,88.29,,,,,,,,,,,,,,
Italy,ITA,2021-10-29,,,73.7,,,,,,,78.45,81.58,,86.37,,,,,,93.58,,88.43,,,,,,,,,,,,,,
Italy,ITA,2021-11-05,,,74.61,,,,,,,79.33,82.15,,86.65,,,,,,93.68,,88.55,,,,,,,,,,,,,,
Italy,ITA,2021-11-12,,,75.33,,,,,,,80.08,82.6,,86.91,,,,,,93.8,,88.7,,,,,,,,,,,,,,
Italy,ITA,2021-11-19,,,75.79,,,,,,,80.58,82.87,,87.09,,,,,,93.9,,88.81,,,,,,,,,,,,,,
Italy,ITA,2021-11-26,,,76.12,,,,,,,80.94,83.1,,87.28,,,,,,93.99,,88.92,,,,,,,,,,,,,,
Italy,ITA,2021-12-03,,,76.25,,,,,,,81.08,83.18,,87.34,,,,,,94.03,,88.97,,,,,,,,,,,,,,
Jersey,JEY,2021-04-11,0,5,,,,17,12,7,,,,,,40,45,73,66,,90,81,,,,,,,,,,,,,,,
Jersey,JEY,2021-04-18,0,6,,,,19,14,8,,,,,,43,47,77,75,,95,87,,,,,,,,,,,,,,,
Jersey,JEY,2021-04-25,0,6,,,,23,15,9,,,,,,50,53,80,84,,98,91,,,,,,,,,,,,,,,
Jersey,JEY,2021-05-02,0,1,,,,30,18,11,,,,,,83,63,85,91,,99,95,,,,,,,,,,,,,,,
Jersey,JEY,2021-05-12,1,8,,,,47,19,12,,,,,,87,76,87,93,,100,96,,,,,,,,,,,,,,,
Jersey,JEY,2021-05-16,1,8,,,,58,19,12,,,,,,88,80,88,93,,100,96,,,,,,,,,,,,,,,
Jersey,JEY,2021-05-19,1,8,,,,58,19,12,,,,,,89,80,88,94,,100,96,,,,,,,,,,,,,,,
Jersey,JEY,2021-05-23,0,9,,,,74,24,13,,,,,,92,87,89,95,,100,97,,,,,,,,,,,,,,,
Jersey,JEY,2021-05-26,0,9,,,,76,34,13,,,,,,93,88,90,95,,100,97,,,,,,,,,,,,,,,
Jersey,JEY,2021-05-30,0,9,,,,80,42,13,,,,,,94,90,91,95,,100,97,,,,,,,,,,,,,,,
Jersey,JEY,2021-06-02,0,9,,,,82,54,13,,,,,,94,91,91,95,,100,97,,,,,,,,,,,,,,,
Jersey,JEY,2021-06-06,0,9,,,,82,54,13,,,,,,95,91,91,96,,100,98,,,,,,,,,,,,,,,
Jersey,JEY,2021-06-09,1,9,,,,82,55,13,,,,,,95,92,91,96,,100,98,,,,,,,,,,,,,,,
Jersey,JEY,2021-06-13,1,9,,,,84,62,14,,,,,,95,92,91,96,,100,98,,,,,,,,,,,,,,,
Jersey,JEY,2021-06-16,1,9,,,,84,62,14,,,,,,95,92,91,96,,100,98,,,,,,,,,,,,,,,
Jersey,JEY,2021-06-20,0,10,,,,84,62,14,,,,,,95,93,91,96,,100,98,,,,,,,,,,,,,,,
Jersey,JEY,2021-06-23,1,10,,,,84,63,15,,,,,,96,93,91,96,,100,99,,,,,,,,,,,,,,,
Jersey,JEY,2021-06-27,1,10,,,,84,66,16,,,,,,96,93,91,96,,100,99,,,,,,,,,,,,,,,
Jersey,JEY,2021-07-04,1,10,,,,85,70,27,,,,,,96,93,92,97,,100,99,,,,,,,,,,,,,,,
Jersey,JEY,2021-07-07,0,10,,,,88,72,36,,,,,,97,94,92,97,,100,99,,,,,,,,,,,,,,,
Jersey,JEY,2021-07-11,1,10,,,,86,73,43,,,,,,97,94,92,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-07-14,1,11,,,,86,75,51,,,,,,97,94,92,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-07-18,1,17,,,,87,77,57,,,,,,97,95,92,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-07-21,1,25,,,,87,78,59,,,,,,97,95,92,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-07-25,1,36,,,,88,78,61,,,,,,98,95,92,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-07-28,1,42,,,,88,79,63,,,,,,98,95,92,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-08-01,0,46,,,,88,80,65,,,,,,98,96,93,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-08-04,1,48,,,,88,81,66,,,,,,98,96,93,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-08-08,3,50,,,,89,81,67,,,,,,98,96,93,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-08-11,3,52,,,,89,81,67,,,,,,98,96,93,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-08-15,0,54,,,,89,82,68,,,,,,98,96,93,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-08-18,3,54,,,,89,82,68,,,,,,98,97,93,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-08-22,3,56,,,,89,83,69,,,,,,98,97,93,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-08-29,58,70,,,,97,90,83,,,,,,99,99,93,97,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-09-01,58,60,,,,90,84,71,,,,,,99,97,93,98,,100,100,,,,,,,,,,,,,,,
Jersey,JEY,2021-09-05,58,0.6,,,,0.9,0.84,0.71,,,,,,0.99,0.98,0.94,0.98,,1,1,,,,,,,,,,,,,,,
Jersey,JEY,2021-09-08,58,0.61,,,,0.9,0.84,0.72,,,,,,0.99,0.98,0.93,0.98,,1,1,,,,,,,,,,,,,,,
Jersey,JEY,2021-09-12,58,0.62,,,,0.9,0.84,0.72,,,,,,0.99,0.98,0.93,0.98,,1,1,,,,,,,,,,,,,,,
Jersey,JEY,2021-09-15,58,0.62,,,,0.9,0.84,0.72,,,,,,0.99,0.98,0.94,0.98,,1,1,,,,,,,,,,,,,,,
Jersey,JEY,2021-09-19,58,0.63,,,,0.9,0.84,0.73,,,,,,0.99,0.98,0.94,0.98,,1,1,,,,,,,,,,,,,,,
