Entity,Code,Day,0-17_fully,18-29_fully,25-49_fully,35-44_fully,45-54_fully,50-54_fully,40-49_fully,30-39_fully,25-34_fully,18-24_fully,50-59_fully,55-64_fully,60-69_fully,60-64_fully,55-59_fully,65-69_fully,70-74_fully,75+_fully,80+_fully,75-79_fully,70-79_fully,65-74_fully,12-17_fully,0-9_fully,10-19_fully,20-29_fully,12-15_fully,16-19_fully,5-11_fully,90-99_fully,80-89_fully,0-4_fully,15-17_fully,5-9_fully,10-14_fully
Finland,FIN,2021-08-20,,,34.69,,,,,,,12.05,71.91,,82.48,,,,,,90.89,,95.25,,,,,,,,,,,,3.8,,0.06
Finland,FIN,2021-08-27,,,42.04,,,,,,,16.39,75.81,,83.83,,,,,,91.04,,95.59,,,,,,,,,,,,6.04,,0.1
Finland,FIN,2021-09-03,,,50.11,,,,,,,22.2,78.29,,84.88,,,,,,91.16,,95.85,,,,,,,,,,,,9.71,,0.22
Finland,FIN,2021-09-10,,,57.2,,,,,,,28.92,79.69,,85.58,,,,,,91.27,,96.08,,,,,,,,,,,,14.43,,0.35
Finland,FIN,2021-09-17,,,61.52,,,,,,,35.71,80.5,,86.04,,,,,,91.36,,96.26,,,,,,,,,,,,18.75,,0.56
Finland,FIN,2021-09-24,,,65.1,,,,,,,43.58,81.33,,86.54,,,,,,91.51,,96.47,,,,,,,,,,,,25.46,,2.49
Finland,FIN,2021-10-01,,,67.7,,,,,,,50.74,82.09,,87.03,,,,,,91.75,,96.69,,,,,,,,,,,,34.73,,8.15
Finland,FIN,2021-10-08,,,69.77,,,,,,,55.79,82.75,,87.46,,,,,,91.92,,96.88,,,,,,,,,,,,44.33,,14.28
Finland,FIN,2021-10-15,,,71.61,,,,,,,59.8,83.4,,87.91,,,,,,92.11,,97.08,,,,,,,,,,,,53.31,,21.5
Finland,FIN,2021-10-22,,,73.35,,,,,,,63.39,84.06,,88.37,,,,,,92.27,,97.31,,,,,,,,,,,,59.4,,25.5
Finland,FIN,2021-10-29,,,75.06,,,,,,,66.4,84.77,,88.88,,,,,,92.5,,97.56,,,,,,,,,,,,66.23,,30.79
Finland,FIN,2021-11-05,,,76.19,,,,,,,68.24,85.21,,89.21,,,,,,92.76,,97.75,,,,,,,,,,,,70.6,,34.51
Finland,FIN,2021-11-12,,,76.99,,,,,,,69.47,85.54,,89.49,,,,,,93.13,,97.91,,,,,,,,,,,,73.56,,36.91
Finland,FIN,2021-11-19,,,77.59,,,,,,,70.4,85.8,,89.69,,,,,,93.56,,98.05,,,,,,,,,,,,75.25,,38.52
Finland,FIN,2021-11-26,,,78.1,,,,,,,71.19,86.03,,89.89,,,,,,94.04,,98.22,,,,,,,,,,,,76.44,,39.51
Finland,FIN,2021-12-03,,,78.31,,,,,,,71.53,86.11,,89.96,,,,,,94.19,,98.28,,,,,,,,,,,,76.82,,39.75
France,FRA,2021-01-08,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
France,FRA,2021-01-15,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
France,FRA,2021-01-22,,,0,,,,,,,0,0,,0,,,,,,0.01,,0,,,,,,,,,,,,,,
France,FRA,2021-01-29,,,0.03,,,,,,,0,0.2,,0.12,,,,,,0.24,,0.08,,,,,,,,,,,,,,
France,FRA,2021-02-05,,,0.18,,,,,,,0.03,0.99,,0.58,,,,,,1.3,,0.43,,,,,,,,,,,,,,
France,FRA,2021-02-12,,,0.45,,,,,,,0.07,1.95,,1.18,,,,,,4.63,,1.6,,,,,,,,,,,,,,
France,FRA,2021-02-19,,,0.67,,,,,,,0.12,2.66,,1.73,,,,,,9.85,,4.27,,,,,,,,,,,,,,
France,FRA,2021-02-26,,,0.81,,,,,,,0.15,3.06,,2.12,,,,,,14.41,,6.76,,,,,,,,,,,,,,
France,FRA,2021-03-05,,,0.92,,,,,,,0.18,3.34,,2.43,,,,,,17.98,,8.82,,,,,,,,,,,,,,
France,FRA,2021-03-12,,,1.03,,,,,,,0.21,3.56,,2.73,,,,,,21.12,,10.62,,,,,,,,,,,,,,
France,FRA,2021-03-19,,,1.11,,,,,,,0.23,3.73,,2.97,,,,,,23.19,,11.8,,,,,,,,,,,,,,
France,FRA,2021-03-26,,,1.19,,,,,,,0.26,3.89,,3.23,,,,,,25.48,,13.2,,,,,,,,,,,,,,
France,FRA,2021-04-02,,,1.3,,,,,,,0.29,4.13,,3.74,,,,,,30.17,,16.3,,,,,,,,,,,,,,
France,FRA,2021-04-09,,,1.46,,,,,,,0.33,4.51,,4.56,,,,,,35.67,,20.26,,,,,,,,,,,,,,
France,FRA,2021-04-16,,,1.74,,,,,,,0.44,5.12,,5.93,,,,,,42.5,,25.66,,,,,,,,,,,,,,
France,FRA,2021-04-23,,,2.3,,,,,,,0.68,6.14,,7.82,,,,,,48.89,,32.06,,,,,,,,,,,,,,
France,FRA,2021-04-30,,,3,,,,,,,1,7.43,,10,,,,,,52.97,,38.69,,,,,,,,,,,,,,
France,FRA,2021-05-07,,,3.98,,,,,,,1.47,9.45,,13.18,,,,,,56.4,,46.14,,,,,,,,,,,,,,
France,FRA,2021-05-14,,,4.71,,,,,,,1.81,11.31,,17.1,,,,,,58.8,,51.61,,,,,,,,,,,,,,
France,FRA,2021-05-21,,,5.37,,,,,,,2.14,13.2,,20.8,,,,,,60.33,,55.04,,,,,,,,,,,,,,
France,FRA,2021-05-28,,,6.15,,,,,,,2.5,15.6,,25.66,,,,,,61.95,,58.96,,,,,,,,,,,,,,
France,FRA,2021-06-04,,,7.24,,,,,,,3.02,18.8,,33.25,,,,,,63.86,,63.6,,,,,,,,,,,,,,
France,FRA,2021-06-11,,,8.95,,,,,,,3.8,22.88,,41.56,,,,,,65.87,,68.09,,,,,,,,,,,,,,
France,FRA,2021-06-18,,,12.35,,,,,,,5.35,28.86,,49.44,,,,,,67.89,,72.67,,,,,,,,,,,,,,
France,FRA,2021-06-25,,,17.65,,,,,,,9.01,37.22,,55.39,,,,,,69.5,,75.98,,,,,,,,,,,,,,
France,FRA,2021-07-02,,,24,,,,,,,14.43,45.08,,60.46,,,,,,70.89,,78.6,,,,,,,,,,,,,,
France,FRA,2021-07-09,,,30.32,,,,,,,20.47,51.29,,64.46,,,,,,72.04,,80.57,,,,,,,,,,,,,,
France,FRA,2021-07-16,,,36.86,,,,,,,27.88,55.77,,67.04,,,,,,72.9,,81.91,,,,,,,,,,,,,,
France,FRA,2021-07-23,,,42.71,,,,,,,34.77,59.59,,69.31,,,,,,73.79,,83.17,,,,,,,,,,,,,,
France,FRA,2021-07-30,,,46.52,,,,,,,39.52,62.15,,70.88,,,,,,74.5,,84.11,,,,,,,,,,,,,,
France,FRA,2021-08-06,,,49.7,,,,,,,43.63,64.06,,71.99,,,,,,75.04,,84.79,,,,,,,,,,,,,,
France,FRA,2021-08-13,,,53.41,,,,,,,48.67,66.06,,73.08,,,,,,75.59,,85.47,,,,,,,,,,,,,,
France,FRA,2021-08-20,,,58.02,,,,,,,54.91,68.58,,74.35,,,,,,76.19,,86.23,,,,,,,,,,,,,,
France,FRA,2021-08-27,,,62.71,,,,,,,61.04,71.28,,75.69,,,,,,76.84,,87.06,,,,,,,,,,,,,,
France,FRA,2021-09-03,,,66.46,,,,,,,65.61,73.52,,76.88,,,,,,77.49,,87.85,,,,,,,,,,,,,,
France,FRA,2021-09-10,,,68.91,,,,,,,68.43,75.05,,77.76,,,,,,78.06,,88.46,,,,,,,,,,,,,,
France,FRA,2021-09-17,,,70.58,,,,,,,70.35,76.16,,78.48,,,,,,78.64,,88.99,,,,,,,,,,,,,,
France,FRA,2021-09-24,,,71.81,,,,,,,71.81,77,,79.1,,,,,,79.2,,89.47,,,,,,,,,,,,,,
France,FRA,2021-10-01,,,72.71,,,,,,,72.87,77.64,,79.61,,,,,,79.69,,89.88,,,,,,,,,,,,,,
France,FRA,2021-10-08,,,73.43,,,,,,,73.72,78.17,,80.07,,,,,,80.13,,90.26,,,,,,,,,,,,,,
France,FRA,2021-10-15,,,73.98,,,,,,,74.37,78.61,,80.49,,,,,,80.54,,90.63,,,,,,,,,,,,,,
France,FRA,2021-10-22,,,74.42,,,,,,,74.92,78.96,,80.85,,,,,,80.86,,90.97,,,,,,,,,,,,,,
France,FRA,2021-10-29,,,74.82,,,,,,,75.4,79.28,,81.19,,,,,,81.16,,91.3,,,,,,,,,,,,,,
France,FRA,2021-11-05,,,75.19,,,,,,,75.85,79.59,,81.55,,,,,,81.43,,91.62,,,,,,,,,,,,,,
France,FRA,2021-11-12,,,75.58,,,,,,,76.29,79.92,,81.99,,,,,,81.74,,92.03,,,,,,,,,,,,,,
France,FRA,2021-11-19,,,76.01,,,,,,,76.77,80.37,,82.64,,,,,,82.14,,92.62,,,,,,,,,,,,,,
France,FRA,2021-11-26,,,76.53,,,,,,,77.27,81,,83.39,,,,,,82.55,,93.23,,,,,,,,,,,,,,
France,FRA,2021-12-03,,,76.76,,,,,,,77.47,81.28,,83.7,,,,,,82.7,,93.44,,,,,,,,,,,,,,
Hungary,HUN,2021-01-01,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
Hungary,HUN,2021-01-08,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
Hungary,HUN,2021-01-15,,,0.01,,,,,,,0,0.01,,0.01,,,,,,0,,0,,,,,,,,,,,,,,
Hungary,HUN,2021-01-22,,,0.18,,,,,,,0.03,0.24,,0.12,,,,,,0.02,,0.06,,,,,,,,,,,,,,
Hungary,HUN,2021-01-29,,,0.88,,,,,,,0.3,1.46,,0.82,,,,,,0.62,,0.53,,,,,,,,,,,,,,
Hungary,HUN,2021-02-05,,,1.5,,,,,,,0.72,2.42,,1.4,,,,,,0.8,,0.88,,,,,,,,,,,,,,
Hungary,HUN,2021-02-12,,,1.8,,,,,,,1.05,2.83,,1.66,,,,,,1.12,,1.08,,,,,,,,,,,,,,
Hungary,HUN,2021-02-19,,,2.54,,,,,,,1.5,4.16,,2.67,,,,,,4.85,,2.24,,,,,,,,,,,,,,
Hungary,HUN,2021-02-26,,,2.68,,,,,,,1.65,4.33,,2.78,,,,,,10.24,,2.33,,,,,,,,,,,,,,
Hungary,HUN,2021-03-05,,,2.72,,,,,,,1.67,4.41,,2.91,,,,,,18.34,,3.18,,,,,,,,,,,,,,
Hungary,HUN,2021-03-12,,,3,,,,,,,1.91,5.82,,3.97,,,,,,24.04,,5.36,,,,,,,,,,,,,,
Hungary,HUN,2021-03-19,,,3.26,,,,,,,1.97,7.3,,4.56,,,,,,29.31,,7.7,,,,,,,,,,,,,,
Hungary,HUN,2021-03-26,,,3.73,,,,,,,2.06,9.51,,9.46,,,,,,33.81,,16.59,,,,,,,,,,,,,,
Hungary,HUN,2021-04-02,,,3.99,,,,,,,2.11,10.14,,15.75,,,,,,38.75,,28.17,,,,,,,,,,,,,,
Hungary,HUN,2021-04-09,,,4.64,,,,,,,2.49,11.26,,24.29,,,,,,46.17,,41.48,,,,,,,,,,,,,,
Hungary,HUN,2021-04-16,,,5.64,,,,,,,2.81,12.6,,29.5,,,,,,48.71,,45.78,,,,,,,,,,,,,,
Hungary,HUN,2021-04-23,,,7.22,,,,,,,3.35,17.43,,34.9,,,,,,53.07,,52.91,,,,,,,,,,,,,,
Hungary,HUN,2021-04-30,,,11.19,,,,,,,4.83,24.23,,42.5,,,,,,56.39,,60.33,,,,,,,,,,,,,,
Hungary,HUN,2021-05-07,,,16.48,,,,,,,6.98,30.55,,49.13,,,,,,58.99,,65.21,,,,,,,,,,,,,,
Hungary,HUN,2021-05-14,,,19.56,,,,,,,8.39,34.28,,51.8,,,,,,60.19,,67.09,,,,,,,,,,,,,,
Hungary,HUN,2021-05-21,,,23.1,,,,,,,10.57,38.5,,55.88,,,,,,62.63,,70.14,,,,,,,,,,,,,,
Hungary,HUN,2021-05-28,,,32.43,,,,,,,18.68,46.5,,60.8,,,,,,65.27,,73.37,,,,,,,,,,,,,,
Hungary,HUN,2021-06-04,,,37.77,,,,,,,24.4,51.85,,64.05,,,,,,67.54,,76.49,,,,,,,,,,,,,,
Hungary,HUN,2021-06-11,,,40.68,,,,,,,27.07,54.56,,66.37,,,,,,68.94,,78.4,,,,,,,,,,,,,,
Hungary,HUN,2021-06-18,,,43.69,,,,,,,30.08,57.17,,68.88,,,,,,70.01,,80.18,,,,,,,,,,,,,,
Hungary,HUN,2021-06-25,,,48.95,,,,,,,36.14,60.93,,71.33,,,,,,71.01,,81.65,,,,,,,,,,,,,,
Hungary,HUN,2021-07-02,,,51.84,,,,,,,38.39,63.91,,72.67,,,,,,71.56,,82.36,,,,,,,,,,,,,,
Hungary,HUN,2021-07-09,,,53.76,,,,,,,40.4,65.51,,73.61,,,,,,72.04,,82.96,,,,,,,,,,,,,,
Hungary,HUN,2021-07-16,,,55.21,,,,,,,42.02,66.65,,74.29,,,,,,72.37,,83.41,,,,,,,,,,,,,,
Hungary,HUN,2021-07-23,,,56.04,,,,,,,43,67.3,,74.69,,,,,,72.56,,83.67,,,,,,,,,,,,,,
Hungary,HUN,2021-07-30,,,56.92,,,,,,,44.03,67.84,,74.96,,,,,,72.67,,83.83,,,,,,,,,,,,,,
Hungary,HUN,2021-08-06,,,57.27,,,,,,,44.46,68.14,,75.15,,,,,,72.77,,83.95,,,,,,,,,,,,,,
Hungary,HUN,2021-08-13,,,57.6,,,,,,,44.82,68.43,,75.34,,,,,,72.91,,84.09,,,,,,,,,,,,,,
Hungary,HUN,2021-08-20,,,57.83,,,,,,,45.07,68.65,,75.48,,,,,,73.03,,84.21,,,,,,,,,,,,,,
Hungary,HUN,2021-08-27,,,58.17,,,,,,,45.44,68.99,,75.68,,,,,,73.18,,84.37,,,,,,,,,,,,,,
Hungary,HUN,2021-09-03,,,58.47,,,,,,,45.75,69.27,,75.87,,,,,,73.39,,84.56,,,,,,,,,,,,,,
Hungary,HUN,2021-09-10,,,58.74,,,,,,,46.01,69.54,,76.08,,,,,,73.6,,84.74,,,,,,,,,,,,,,
Hungary,HUN,2021-09-17,,,59.01,,,,,,,46.29,69.82,,76.28,,,,,,73.82,,84.93,,,,,,,,,,,,,,
Hungary,HUN,2021-09-24,,,59.31,,,,,,,46.73,70.12,,76.5,,,,,,74.07,,85.12,,,,,,,,,,,,,,
Hungary,HUN,2021-10-01,,,59.59,,,,,,,47.05,70.4,,76.71,,,,,,74.3,,85.3,,,,,,,,,,,,,,
Hungary,HUN,2021-10-08,,,59.83,,,,,,,47.31,70.63,,76.89,,,,,,74.5,,85.47,,,,,,,,,,,,,,
Hungary,HUN,2021-10-15,,,60.04,,,,,,,47.56,70.84,,77.04,,,,,,74.68,,85.61,,,,,,,,,,,,,,
Hungary,HUN,2021-10-22,,,60.24,,,,,,,47.78,71.03,,77.18,,,,,,74.83,,85.74,,,,,,,,,,,,,,
Hungary,HUN,2021-10-29,,,60.45,,,,,,,48.02,71.22,,77.31,,,,,,74.96,,85.85,,,,,,,,,,,,,,
Hungary,HUN,2021-11-05,,,60.68,,,,,,,48.26,71.43,,77.44,,,,,,75.08,,85.95,,,,,,,,,,,,,,
Hungary,HUN,2021-11-12,,,60.93,,,,,,,48.53,71.65,,77.57,,,,,,75.22,,86.06,,,,,,,,,,,,,,
Hungary,HUN,2021-11-19,,,61.19,,,,,,,48.8,71.86,,77.69,,,,,,75.34,,86.16,,,,,,,,,,,,,,
Hungary,HUN,2021-11-26,,,61.82,,,,,,,49.43,72.47,,78.02,,,,,,75.54,,86.38,,,,,,,,,,,,,,
Hungary,HUN,2021-12-03,,,62,,,,,,,49.62,72.62,,78.1,,,,,,75.6,,86.44,,,,,,,,,,,,,,
Iceland,ISL,2021-01-08,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,0
Iceland,ISL,2021-01-15,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,0
Iceland,ISL,2021-01-22,,,0.82,,,,,,,0.26,0.82,,1.27,,,,,,18.01,,2.28,,,,,,,,,,,,0.02,,0
Iceland,ISL,2021-01-29,,,0.83,,,,,,,0.26,0.82,,1.28,,,,,,18.14,,2.31,,,,,,,,,,,,0.02,,0
Iceland,ISL,2021-02-05,,,0.83,,,,,,,0.26,0.83,,1.29,,,,,,18.35,,2.33,,,,,,,,,,,,0.02,,0
Iceland,ISL,2021-02-12,,,1.28,,,,,,,0.41,1.14,,1.59,,,,,,18.35,,2.35,,,,,,,,,,,,0.02,,0
Iceland,ISL,2021-02-19,,,1.99,,,,,,,0.64,2.05,,2.93,,,,,,35.15,,5.7,,,,,,,,,,,,0.05,,0
Iceland,ISL,2021-02-26,,,2.35,,,,,,,0.7,2.46,,3.29,,,,,,44.38,,6.31,,,,,,,,,,,,0.08,,0
Iceland,ISL,2021-03-05,,,2.36,,,,,,,0.7,2.48,,3.3,,,,,,44.55,,6.33,,,,,,,,,,,,0.08,,0
Iceland,ISL,2021-03-12,,,2.38,,,,,,,0.72,2.51,,3.38,,,,,,45.21,,6.4,,,,,,,,,,,,0.08,,0
Iceland,ISL,2021-03-19,,,2.66,,,,,,,0.85,2.92,,4.48,,,,,,52.37,,7.6,,,,,,,,,,,,0.11,,0
Iceland,ISL,2021-03-26,,,2.87,,,,,,,0.96,3.13,,5.1,,,,,,91.76,,8.01,,,,,,,,,,,,0.11,,0
Iceland,ISL,2021-04-02,,,2.92,,,,,,,1.07,3.19,,6.36,,,,,,103.22,,14.91,,,,,,,,,,,,0.12,,0
Iceland,ISL,2021-04-09,,,2.95,,,,,,,1.09,3.24,,6.57,,,,,,105.04,,29.5,,,,,,,,,,,,0.15,,0
Iceland,ISL,2021-04-16,,,3.4,,,,,,,1.35,3.86,,7.19,,,,,,105.67,,31.28,,,,,,,,,,,,0.16,,0
Iceland,ISL,2021-04-23,,,4.1,,,,,,,1.69,4.71,,7.88,,,,,,105.81,,37.36,,,,,,,,,,,,0.17,,0
Iceland,ISL,2021-04-30,,,4.64,,,,,,,1.99,5.92,,13.07,,,,,,105.86,,39,,,,,,,,,,,,0.17,,0
Iceland,ISL,2021-05-07,,,11.09,,,,,,,7.97,14.21,,26.38,,,,,,105.96,,40.08,,,,,,,,,,,,0.2,,0
Iceland,ISL,2021-05-14,,,13.67,,,,,,,9.85,18.02,,37.18,,,,,,106.06,,40.5,,,,,,,,,,,,0.3,,0
Iceland,ISL,2021-05-21,,,19.32,,,,,,,14.25,31.13,,40.22,,,,,,106.12,,41,,,,,,,,,,,,0.43,,0
Iceland,ISL,2021-05-28,,,23.65,,,,,,,17.25,38.85,,42.08,,,,,,106.18,,43.25,,,,,,,,,,,,1.55,,0
Iceland,ISL,2021-06-04,,,28.19,,,,,,,20.45,45.07,,42.91,,,,,,106.24,,44.18,,,,,,,,,,,,2.18,,0
Iceland,ISL,2021-06-11,,,36.93,,,,,,,30.4,51.48,,45.5,,,,,,106.59,,80.31,,,,,,,,,,,,2.9,,0
Iceland,ISL,2021-06-18,,,48.71,,,,,,,42.66,58.07,,48.14,,,,,,106.71,,92.69,,,,,,,,,,,,3.67,,0
Iceland,ISL,2021-06-25,,,59.43,,,,,,,53.58,60.96,,53.67,,,,,,107.18,,98.19,,,,,,,,,,,,5.33,,0
Iceland,ISL,2021-07-02,,,72.16,,,,,,,68.35,82.73,,92.45,,,,,,107.55,,105.59,,,,,,,,,,,,9.71,,0
Iceland,ISL,2021-07-09,,,77.56,,,,,,,76.58,87.54,,95.33,,,,,,107.67,,106.41,,,,,,,,,,,,31.19,,0.01
Iceland,ISL,2021-07-16,,,82.12,,,,,,,80.7,90.35,,98,,,,,,107.83,,107.02,,,,,,,,,,,,53.48,,0.43
Iceland,ISL,2021-07-23,,,82.53,,,,,,,81.32,90.55,,98.14,,,,,,107.83,,107.08,,,,,,,,,,,,55.89,,0.58
Iceland,ISL,2021-07-30,,,82.76,,,,,,,81.53,90.94,,98.25,,,,,,107.84,,107.15,,,,,,,,,,,,56.84,,0.64
Iceland,ISL,2021-08-06,,,83.06,,,,,,,81.86,91.08,,98.35,,,,,,107.86,,107.2,,,,,,,,,,,,57.92,,0.91
Iceland,ISL,2021-08-13,,,83.27,,,,,,,82.11,91.17,,98.39,,,,,,107.9,,107.25,,,,,,,,,,,,58.55,,1.07
Iceland,ISL,2021-08-20,,,84.2,,,,,,,82.93,91.37,,98.51,,,,,,107.96,,107.35,,,,,,,,,,,,61.1,,1.49
Iceland,ISL,2021-08-27,,,84.49,,,,,,,83.16,91.44,,98.58,,,,,,108.02,,107.38,,,,,,,,,,,,61.48,,1.68
Iceland,ISL,2021-09-03,,,84.74,,,,,,,83.4,91.51,,98.63,,,,,,108.05,,107.44,,,,,,,,,,,,62.5,,2.64
Iceland,ISL,2021-09-10,,,85.02,,,,,,,83.63,91.62,,98.69,,,,,,108.08,,107.5,,,,,,,,,,,,64.85,,5.75
Iceland,ISL,2021-09-17,,,85.25,,,,,,,83.82,91.7,,98.74,,,,,,108.13,,107.56,,,,,,,,,,,,82.25,,28.69
Iceland,ISL,2021-09-24,,,85.42,,,,,,,83.99,91.76,,98.79,,,,,,108.17,,107.59,,,,,,,,,,,,84.85,,33.09
Iceland,ISL,2021-10-01,,,85.57,,,,,,,84.15,91.81,,98.83,,,,,,108.19,,107.61,,,,,,,,,,,,85.73,,34.27
Iceland,ISL,2021-10-08,,,85.7,,,,,,,84.3,91.85,,98.85,,,,,,108.21,,107.64,,,,,,,,,,,,86.41,,35.04
Iceland,ISL,2021-10-15,,,85.82,,,,,,,84.41,91.91,,98.89,,,,,,108.22,,107.65,,,,,,,,,,,,87.08,,35.89
Iceland,ISL,2021-10-22,,,85.93,,,,,,,84.51,91.94,,98.91,,,,,,108.24,,107.67,,,,,,,,,,,,87.39,,36.25
Iceland,ISL,2021-10-29,,,86.01,,,,,,,84.64,91.96,,98.93,,,,,,108.24,,107.68,,,,,,,,,,,,87.77,,36.65
Iceland,ISL,2021-11-05,,,86.15,,,,,,,84.75,91.99,,98.96,,,,,,108.27,,107.7,,,,,,,,,,,,88.19,,37.21
Iceland,ISL,2021-11-12,,,86.26,,,,,,,84.83,92.03,,98.97,,,,,,108.28,,107.73,,,,,,,,,,,,88.6,,37.67
Iceland,ISL,2021-11-19,,,86.38,,,,,,,84.94,92.08,,99.01,,,,,,108.32,,107.75,,,,,,,,,,,,88.99,,38.27
Iceland,ISL,2021-11-26,,,86.56,,,,,,,85.1,92.13,,99.03,,,,,,108.32,,107.78,,,,,,,,,,,,89.49,,39.01
Ireland,IRL,2021-08-20,,,79.28,,,,,,,59.37,96.98,,99.29,,,,,,108.13,,107.67,,,,,,,,,,,0,8.72,0,0.17
Ireland,IRL,2021-09-17,,,84.16,,,,,,,77.97,97.84,,99.93,,,,,,108.26,,107.86,,,,,,,,,,,0,61.97,0,24.65
Ireland,IRL,2021-10-01,,,85.19,,,,,,,80.27,98.1,,100.1,,,,,,108.31,,107.93,,,,,,,,,,,0,70.74,0,33.56
Israel,ISR,2021-01-14,,,,,,,1.4,0.9,,,1.9,,7.5,,,,,,,,10.6,,,,,0.4,,,,5.4,7,,,,
Israel,ISR,2021-01-15,,,,,,,1.5,1,,,2.1,,8.8,,,,,,,,12.5,,,,,0.4,,,,6.5,8.4,,,,
Israel,ISR,2021-01-16,,,,,,,1.6,1,,,2.4,,10.3,,,,,,,,15,,,,,0.5,,,,8.1,10.2,,,,
Israel,ISR,2021-01-17,,,,,,,2.1,1.3,,,3.1,,13.2,,,,,,,,19.5,,,,,0.6,,,,11.3,14,,,,
Israel,ISR,2021-01-18,,,,,,,3,1.8,,,4.5,,18.1,,,,,,,,26.8,,,,,0.9,,,,16.9,20,,,,
Israel,ISR,2021-01-19,,,,,,,3.6,2.3,,,5.5,,20.8,,,,,,,,30.9,,,,,1.2,,,,22.1,24,,,,
Israel,ISR,2021-01-20,,,,,,,4.9,3.1,,,7.6,,26.3,,,,,,,,38.3,,,,,1.7,,,,30,30.9,,,,
Israel,ISR,2021-01-21,,,,,,,6.7,4.2,,,11,,33.8,,,,,,,,48.3,,,,,2.5,,,,39.8,40.2,,,,
Israel,ISR,2021-01-22,,,,,,,7.5,4.6,,,12.5,,36.3,,,,,,,,51.1,,,,,2.8,,,,43,42.9,,,,
Israel,ISR,2021-01-23,,,,,,,8,4.9,,,13.6,,37.8,,,,,,,,53.1,,,,,3,,,,46.1,45,,,,
Israel,ISR,2021-01-24,,,,,,,9.5,5.7,,,16.6,,42.3,,,,,,,,58.6,,,,,3.6,,,,52.1,50.7,,,,
Israel,ISR,2021-01-25,,,,,,,11.3,6.6,,,19.9,,46.5,,,,,,,,63.8,,,,,4.3,,,,58.1,56.4,,,,
Israel,ISR,2021-01-26,,,,,,,13,7.5,,,23.1,,50.7,,,,,,,,68.7,,,,,5,,,,63.3,61.5,,,,
Israel,ISR,2021-01-27,,,,,,,14.3,8.4,,,25.1,,53.4,,,,,,,,72,,,,,5.8,,,,67,65.1,,,,
Israel,ISR,2021-01-28,,,,,,,16.5,9.6,,,29.3,,58.7,,,,,,,,77.4,,,,,6.7,,,,72.2,70.5,,,,
Israel,ISR,2021-01-29,,,,,,,17.7,10.2,,,30.9,,60.1,,,,,,,,78.8,,,,,7,,,,73.4,71.8,,,,
Israel,ISR,2021-01-30,,,,,,,18.8,10.7,,,32.3,,61.2,,,,,,,,79.8,,,,,7.3,,,,74.4,72.8,,,,
Israel,ISR,2021-01-31,,,,,,,19.8,11.3,,,33.6,,62.7,,,,,,,,81.5,,,,,7.6,,,,76,74.4,,,,
Israel,ISR,2021-02-01,,,,,,,20.7,11.7,,,34.7,,63.5,,,,,,,,82.4,,,,,7.9,,,,76.8,75.3,,,,
Israel,ISR,2021-02-02,,,,,,,21.2,12,,,35.6,,64.2,,,,,,,,82.9,,,,,8.1,,,,77.5,75.9,,,,
Israel,ISR,2021-02-03,,,,,,,22,12.5,,,38.2,,65.3,,,,,,,,83.8,,,,,8.4,,,,78.1,76.8,,,,
Israel,ISR,2021-02-04,,,,,,,23,13.1,,,40.9,,66.2,,,,,,,,84.6,,,,,8.9,,,,78.7,77.5,,,,
Israel,ISR,2021-02-05,,,,,,,23.3,13.4,,,42,,66.5,,,,,,,,84.8,,,,,9,,,,78.9,77.7,,,,
Israel,ISR,2021-02-06,,,,,,,23.9,13.6,,,43.3,,66.8,,,,,,,,85,,,,,9.2,,,,79,77.8,,,,
Israel,ISR,2021-02-07,,,,,,,25.5,14.2,,,46.1,,67.5,,,,,,,,85.5,,,,,9.9,,,,79.5,78.4,,,,
Israel,ISR,2021-02-08,,,,,,,26.8,14.7,,,47.7,,68,,,,,,,,86,,,,,10.9,,,,79.9,78.8,,,,
Israel,ISR,2021-02-09,,,,,,,28.6,15.3,,,49.5,,68.8,,,,,,,,86.8,,,,,11.8,,,,80.7,79.7,,,,
Israel,ISR,2021-02-10,,,,,,,32.8,17.3,,,52.6,,69.8,,,,,,,,87.5,,,,,13,,,,81.1,80.3,,,,
Israel,ISR,2021-02-11,,,,,,,35.1,18.3,,,54,,70.3,,,,,,,,88,,,,,13.8,,,,81.5,80.7,,,,
Israel,ISR,2021-02-12,,,,,,,36,18.7,,,54.5,,70.5,,,,,,,,88.1,,,,,13.9,,,,81.6,80.8,,,,
Israel,ISR,2021-02-13,,,,,,,37.6,19.4,,,55.4,,70.8,,,,,,,,88.3,,,,,14.2,,,,81.9,81.1,,,,
Israel,ISR,2021-02-14,,,,,,,39.7,20.3,,,56.7,,71.4,,,,,,,,88.8,,,,,15.1,,,,82.4,81.5,,,,
Israel,ISR,2021-02-15,,,,,,,41.6,21.4,,,58,,72,,,,,,,,89.3,,,,,16.2,,,,83,82,,,,
